instrument,price,timestamp
LU0489337690,"(2291,2,EUR)",2025-01-29T16:26:08.840Z
DE0005933931,"(17994,2,EUR)",2025-01-29T16:17:25.353Z
IE00BKWQ0H23,"(22145,2,EUR)",2025-01-29T15:37:35.761Z
IE00BKWQ0F09,"(1936,1,EUR)",2025-01-29T16:26:12.129Z
LU1861137484,"(8601,2,EUR)",2025-01-29T16:28:24.361Z
IE000Y77LGG9,"(10342,2,EUR)",2025-01-30T16:28:55.974Z
IE00B1XNHC34,"(6303,3,EUR)",2025-01-30T16:28:51.633Z
IE00B441G979,"(95354,3,EUR)",2025-01-30T15:54:00.232Z
IE00BYXYX521,"(298399,4,EUR)",2025-01-30T16:16:45.029Z
IE00BGV5VN51,"(13948,2,EUR)",2025-01-30T16:29:42.396Z
LU0489337690,"(2335,2,EUR)",2025-01-30T16:03:34.492Z
DE0005933931,"(18086,2,EUR)",2025-01-30T16:29:28.818Z
IE00BKWQ0F09,"(19598,2,EUR)",2025-01-30T15:07:54.138Z
IE00BKWQ0H23,"(22265,2,EUR)",2025-01-30T16:02:13.889Z
LU1861137484,"(8695,2,EUR)",2025-01-30T16:27:50.693Z
IE000Y77LGG9,"(10448,2,EUR)",2025-01-31T16:28:53.657Z
IE00B1XNHC34,"(6349,3,EUR)",2025-01-31T16:26:27.847Z
IE00B441G979,"(96126,3,EUR)",2025-01-31T16:28:41.128Z
IE00BYXYX521,"(297199,4,EUR)",2025-01-31T15:20:39.621Z
IE00BGV5VN51,"(1418,1,EUR)",2025-01-31T16:29:51.894Z
LU0489337690,"(23395,3,EUR)",2025-01-31T16:27:52.123Z
DE0005933931,"(18056,2,EUR)",2025-01-31T16:25:33.983Z
IE00BKWQ0F09,"(19872,2,EUR)",2025-01-31T13:44:08.926Z
IE00BKWQ0H23,"(22435,2,EUR)",2025-01-31T15:41:16.910Z
LU1861137484,"(8706,2,EUR)",2025-01-31T15:44:09.838Z
IE000Y77LGG9,"(10316,2,EUR)",2025-02-03T16:24:41.264Z
IE00B1XNHC34,"(6327,3,EUR)",2025-02-03T16:29:28.990Z
IE00B441G979,"(94556,3,EUR)",2025-02-03T16:26:10.980Z
IE00BYXYX521,"(305251,4,EUR)",2025-02-03T14:40:22.700Z
IE00BGV5VN51,"(14012,2,EUR)",2025-02-03T16:27:59.906Z
LU0489337690,"(23165,3,EUR)",2025-02-03T16:27:04.658Z
DE0005933931,"(17804,2,EUR)",2025-02-03T16:29:12.101Z
IE00BKWQ0H23,"(2227,1,EUR)",2025-02-03T15:54:37.460Z
IE00BKWQ0F09,"(1966,1,EUR)",2025-02-03T16:27:07.855Z
LU1861137484,"(8616,2,EUR)",2025-02-03T16:20:16.425Z
IE000Y77LGG9,"(1029,1,EUR)",2025-02-04T16:29:05.372Z
IE00B1XNHC34,"(6345,3,EUR)",2025-02-04T16:28:34.968Z
IE00B441G979,"(95038,3,EUR)",2025-02-04T16:29:11.455Z
IE00BYXYX521,"(302601,4,EUR)",2025-02-04T15:55:35.846Z
IE00BGV5VN51,"(14198,2,EUR)",2025-02-04T16:29:44.355Z
LU0489337690,"(2315,2,EUR)",2025-02-04T16:28:33.021Z
DE0005933931,"(179,0,EUR)",2025-02-04T16:29:25.435Z
IE00BKWQ0H23,"(22125,2,EUR)",2025-02-04T16:24:29.656Z
IE00BKWQ0F09,"(198,0,EUR)",2025-02-04T15:29:04.916Z
LU1861137484,"(8649,2,EUR)",2025-02-04T16:24:19.113Z
IE000Y77LGG9,"(1027,1,EUR)",2025-02-05T16:26:42.135Z
IE00B1XNHC34,"(6366,3,EUR)",2025-02-05T16:26:36.037Z
IE00B441G979,"(94878,3,EUR)",2025-02-05T16:26:40.032Z
IE00BYXYX521,"(300551,4,EUR)",2025-02-05T16:16:37.833Z
IE00BGV5VN51,"(14064,2,EUR)",2025-02-05T16:28:25.031Z
LU0489337690,"(23575,3,EUR)",2025-02-05T16:25:55.768Z
DE0005933931,"(17926,2,EUR)",2025-02-05T16:27:02.621Z
IE00BKWQ0H23,"(226,0,EUR)",2025-02-05T15:59:18.857Z
IE00BKWQ0F09,"(198,0,EUR)",2025-02-05T16:16:49.941Z
LU1861137484,"(8659,2,EUR)",2025-02-05T16:16:52.223Z
IE00BGV5VN51,"(14274,2,EUR)",2025-02-06T16:28:48.251Z
IE000Y77LGG9,"(10368,2,EUR)",2025-02-06T16:29:01.965Z
IE00B1XNHC34,"(6361,3,EUR)",2025-02-06T16:28:29.142Z
IE00B441G979,"(95698,3,EUR)",2025-02-06T16:24:05.818Z
IE00BYXYX521,"(303649,4,EUR)",2025-02-06T15:53:18.946Z
LU0489337690,"(2367,2,EUR)",2025-02-06T16:28:27.855Z
DE0005933931,"(18236,2,EUR)",2025-02-06T16:26:56.799Z
IE00BKWQ0F09,"(19914,2,EUR)",2025-02-06T15:03:37.939Z
IE00BKWQ0H23,"(2277,1,EUR)",2025-02-06T16:04:14.353Z
LU1861137484,"(8751,2,EUR)",2025-02-06T16:20:59.811Z
LU0489337690,"(2335,2,EUR)",2025-02-07T15:26:16.652Z
IE000Y77LGG9,"(10328,2,EUR)",2025-02-07T16:29:42.511Z
IE00B1XNHC34,"(6287,3,EUR)",2025-02-07T16:28:26.115Z
IE00B441G979,"(95176,3,EUR)",2025-02-07T16:26:17.089Z
IE00BGV5VN51,"(143,0,EUR)",2025-02-07T16:28:56.418Z
IE00BYXYX521,"(306999,4,EUR)",2025-02-07T15:46:57.178Z
DE0005933931,"(18118,2,EUR)",2025-02-07T16:27:46.407Z
IE00BKWQ0F09,"(19978,2,EUR)",2025-02-07T14:49:57.147Z
IE00BKWQ0H23,"(22605,2,EUR)",2025-02-07T16:08:45.943Z
LU1861137484,"(8687,2,EUR)",2025-02-07T16:09:34.886Z
LU0489337690,"(23685,3,EUR)",2025-02-10T16:26:30.949Z
IE000Y77LGG9,"(10392,2,EUR)",2025-02-10T16:21:59.846Z
IE00B1XNHC34,"(6267,3,EUR)",2025-02-10T16:29:58.200Z
IE00B441G979,"(95536,3,EUR)",2025-02-10T16:13:43.861Z
IE00BGV5VN51,"(14468,2,EUR)",2025-02-10T16:28:08.003Z
IE00BYXYX521,"(311,1,EUR)",2025-02-10T15:49:51.350Z
DE0005933931,"(18244,2,EUR)",2025-02-10T16:21:39.057Z
IE00BKWQ0H23,"(22685,2,EUR)",2025-02-10T15:42:02.261Z
IE00BKWQ0F09,"(2032,1,EUR)",2025-02-10T14:46:11.983Z
LU1861137484,"(8758,2,EUR)",2025-02-10T16:10:23.018Z
LU0489337690,"(2349,2,EUR)",2025-02-11T16:25:51.745Z
IE000Y77LGG9,"(10344,2,EUR)",2025-02-11T16:13:11.956Z
IE00B1XNHC34,"(6227,3,EUR)",2025-02-11T16:29:45.300Z
IE00B441G979,"(95462,3,EUR)",2025-02-11T15:18:12.086Z
IE00BGV5VN51,"(1443,1,EUR)",2025-02-11T16:29:44.450Z
IE00BYXYX521,"(311949,4,EUR)",2025-02-11T15:53:55.359Z
DE0005933931,"(18342,2,EUR)",2025-02-11T16:27:18.916Z
IE00BKWQ0F09,"(20535,2,EUR)",2025-02-11T16:25:53.218Z
IE00BKWQ0H23,"(22485,2,EUR)",2025-02-11T16:22:42.135Z
LU1861137484,"(8759,2,EUR)",2025-02-11T16:20:34.903Z
LU0489337690,"(23275,3,EUR)",2025-02-12T16:25:46.654Z
IE000Y77LGG9,"(10236,2,EUR)",2025-02-12T16:28:57.487Z
IE00B1XNHC34,"(6155,3,EUR)",2025-02-12T16:29:49.645Z
IE00B441G979,"(95328,3,EUR)",2025-02-12T15:55:18.422Z
IE00BGV5VN51,"(14274,2,EUR)",2025-02-12T16:29:04.229Z
IE00BYXYX521,"(310901,4,EUR)",2025-02-12T14:36:23.199Z
DE0005933931,"(18418,2,EUR)",2025-02-12T16:25:41.213Z
IE00BKWQ0H23,"(2244,1,EUR)",2025-02-12T16:21:06.641Z
IE00BKWQ0F09,"(20385,2,EUR)",2025-02-12T14:30:13.454Z
LU1861137484,"(8714,2,EUR)",2025-02-12T15:22:02.719Z
LU0489337690,"(2353,2,EUR)",2025-02-13T16:26:15.439Z
IE000Y77LGG9,"(10342,2,EUR)",2025-02-13T16:06:58.959Z
IE00B1XNHC34,"(6173,3,EUR)",2025-02-13T16:21:11.857Z
IE00B441G979,"(96076,3,EUR)",2025-02-13T16:29:20.770Z
IE00BGV5VN51,"(14362,2,EUR)",2025-02-13T16:29:08.542Z
IE00BYXYX521,"(310301,4,EUR)",2025-02-13T15:01:56.175Z
DE0005933931,"(1882,1,EUR)",2025-02-13T16:29:43.788Z
IE00BKWQ0F09,"(2029,1,EUR)",2025-02-13T16:11:38.805Z
IE00BKWQ0H23,"(22615,2,EUR)",2025-02-13T16:20:49.921Z
LU1861137484,"(8815,2,EUR)",2025-02-13T16:06:01.868Z
LU0489337690,"(23625,3,EUR)",2025-02-14T15:24:41.396Z
IE000Y77LGG9,"(10292,2,EUR)",2025-02-14T16:26:29.336Z
IE00B1XNHC34,"(6181,3,EUR)",2025-02-14T16:29:43.567Z
IE00B441G979,"(96414,3,EUR)",2025-02-14T15:30:16.351Z
IE00BGV5VN51,"(14342,2,EUR)",2025-02-14T16:29:42.441Z
IE00BYXYX521,"(307551,4,EUR)",2025-02-14T15:54:09.924Z
DE0005933931,"(18696,2,EUR)",2025-02-14T16:25:43.775Z
IE00BKWQ0H23,"(2227,1,EUR)",2025-02-14T15:48:45.624Z
IE00BKWQ0F09,"(20425,2,EUR)",2025-02-14T16:29:44.053Z
LU1861137484,"(8812,2,EUR)",2025-02-14T16:28:04.991Z
LU0489337690,"(23425,3,EUR)",2025-02-17T16:28:56.421Z
IE000Y77LGG9,"(10344,2,EUR)",2025-02-17T16:27:44.233Z
IE00B1XNHC34,"(6205,3,EUR)",2025-02-17T16:29:05.002Z
IE00B441G979,"(9661,2,EUR)",2025-02-17T16:05:10.070Z
IE00BGV5VN51,"(14504,2,EUR)",2025-02-17T16:28:34.340Z
IE00BYXYX521,"(306651,4,EUR)",2025-02-17T14:40:28.356Z
DE0005933931,"(1896,1,EUR)",2025-02-17T16:29:31.709Z
IE00BKWQ0H23,"(2234,1,EUR)",2025-02-17T15:29:19.324Z
IE00BKWQ0F09,"(2046,1,EUR)",2025-02-17T16:28:58.180Z
LU1861137484,"(8844,2,EUR)",2025-02-17T16:24:44.395Z
LU0489337690,"(2338,2,EUR)",2025-02-18T16:29:05.452Z
IE000Y77LGG9,"(10366,2,EUR)",2025-02-18T16:15:45.224Z
IE00B1XNHC34,"(6241,3,EUR)",2025-02-18T16:19:49.662Z
IE00B441G979,"(96604,3,EUR)",2025-02-18T14:36:10.401Z
IE00BGV5VN51,"(1452,1,EUR)",2025-02-18T16:27:25.696Z
IE00BYXYX521,"(309999,4,EUR)",2025-02-18T14:55:32.534Z
DE0005933931,"(19018,2,EUR)",2025-02-18T16:28:39.590Z
IE00BKWQ0F09,"(20425,2,EUR)",2025-02-18T14:30:18.742Z
IE00BKWQ0H23,"(2252,1,EUR)",2025-02-18T16:20:50.786Z
LU1861137484,"(8856,2,EUR)",2025-02-18T16:28:15.797Z
LU0489337690,"(23095,3,EUR)",2025-02-19T16:15:37.049Z
IE000Y77LGG9,"(10416,2,EUR)",2025-02-19T16:28:09.956Z
IE00B1XNHC34,"(634,2,EUR)",2025-02-19T16:27:39.159Z
IE00B441G979,"(9632,2,EUR)",2025-02-19T15:59:32.397Z
IE00BGV5VN51,"(14568,2,EUR)",2025-02-19T16:27:31.517Z
IE00BYXYX521,"(317201,4,EUR)",2025-02-19T15:29:56.849Z
DE0005933931,"(18658,2,EUR)",2025-02-19T16:29:06.192Z
IE00BKWQ0H23,"(2249,1,EUR)",2025-02-19T15:41:34.713Z
IE00BKWQ0F09,"(2051,1,EUR)",2025-02-19T16:27:39.209Z
LU1861137484,"(8763,2,EUR)",2025-02-19T16:25:57.925Z
LU0489337690,"(2323,2,EUR)",2025-02-20T16:08:51.106Z
IE000Y77LGG9,"(10352,2,EUR)",2025-02-20T16:09:55.095Z
IE00B1XNHC34,"(6273,3,EUR)",2025-02-20T16:26:33.437Z
IE00B441G979,"(959,1,EUR)",2025-02-20T16:15:45.075Z
IE00BGV5VN51,"(14258,2,EUR)",2025-02-20T16:29:39.671Z
IE00BYXYX521,"(316849,4,EUR)",2025-02-20T16:08:36.558Z
DE0005933931,"(1858,1,EUR)",2025-02-20T16:29:32.414Z
IE00BKWQ0H23,"(22505,2,EUR)",2025-02-20T16:23:31.371Z
IE00BKWQ0F09,"(20475,2,EUR)",2025-02-20T16:26:33.405Z
LU1861137484,"(8771,2,EUR)",2025-02-20T16:09:57.265Z
